,Date,Average Buy Size,", Average Sell Size",Max buy size,Max sell size, Buy volume,sell volume,Total volume traded, EOD Price in USD,Average Liquidity in Pool
169,03-12-20,17406314.984567348,9990612.853650916,18022553.158695336,496371793.7408204,34812629.969134696,19981225.707301833,54793855.67643653,557.1341973983664,1563196.7742590774
170,04-12-20,0.0,335008019.16302884,0.0,335008019.16302884,0.0,335008019.16302884,335008019.16302884,1816.5990133089526,2385051.0128678167
171,06-12-20,68142564.23539926,16523922.062974727,115001769.64515662,104174977.64261265,136285128.47079852,49571766.18892418,185856894.6597227,1737.5092149027546,1820518.8454524085
172,07-12-20,0.0,137213109.5065273,0.0,137213109.5065273,0.0,137213109.5065273,137213109.5065273,0.9994983585863487,61105494.04515883
173,08-12-20,35867581.50134842,0.0,50663198.44735646,0.0,71735163.00269684,0.0,71735163.00269684,1966.9552700561333,3004450.0286641163
174,09-12-20,512114173.26942927,9712653.975022415,512114173.26942927,98704925.52484524,512114173.26942927,19425307.95004483,531539481.2194741,1572.8547126448846,1007502.045743127
175,10-12-20,47371865.44211738,11951267.674942123,48641230.68462296,117910062.79753263,94743730.88423476,23902535.349884246,118646266.234119,558.1993301369147,1760478.3787222973
176,11-12-20,140302657.7991436,17415187.64398742,267047855.23355395,17415187.64398742,280605315.5982872,17415187.64398742,298020503.24227464,1479.4650639684533,712215.8163512708
177,12-12-20,19071740.139057375,32186456.378668573,19071740.139057375,32186456.378668573,19071740.139057375,32186456.378668573,51258196.517725945,1576.7012554504554,351958.8310994035
178,13-12-20,104950679.23734945,41489101.168944664,104950679.23734945,82978202.33788933,104950679.23734945,82978202.33788933,187928881.57523876,1262.0076861015193,1986887.637084481
179,14-12-20,214106006.46676627,0.0,214106006.46676627,0.0,214106006.46676627,0.0,214106006.46676627,1564.5110492997899,4468278.108498694
180,15-12-20,0.0,16572913.254458675,0.0,49718739.76337603,0.0,49718739.76337603,49718739.76337603,0.999650558797135,834236.3181735162
181,16-12-20,15608702.972388314,40456227.92205331,15608702.972388314,576319748.6942536,15608702.972388314,161824911.68821323,177433614.66060156,653.8545056131496,23860385.703273587
182,17-12-20,454687467.6492136,97298561.12332566,454687467.6492136,389194244.49330264,454687467.6492136,389194244.49330264,843881712.1425163,1151.4535055094773,1695137.2860327507
183,18-12-20,30197108.390399504,14006221.142940292,39249628.90086656,162082955.20608148,60394216.78079901,42018663.42882088,102412880.20961988,1006.0708773411639,1607122.9676436556
184,19-12-20,0.0,404378806.83034056,0.0,404378806.83034056,0.0,404378806.83034056,404378806.83034056,1990.3643649249912,14808923.3150201
185,20-12-20,0.0,98669279.1928212,0.0,197338558.3856424,0.0,197338558.3856424,197338558.3856424,878.5204148145231,302815.1277135213
186,21-12-20,159045592.56485263,198624602.68782133,213275227.35920244,397249205.37564266,318091185.12970525,397249205.37564266,715340390.505348,1367.6028737695021,5986427.920924147
187,22-12-20,0.0,127495837.83258174,0.0,509983351.330327,0.0,509983351.330327,509983351.330327,0.9806217148619738,63753085.73148626
188,23-12-20,43432312.6047458,17988039.155471597,52824564.766711794,54795373.940387286,86864625.2094916,53964117.46641479,140828742.6759064,2215.7621447401357,695552.0737490089
189,24-12-20,0.0,25071563.596968893,0.0,25071563.596968893,0.0,25071563.596968893,25071563.596968893,2090.098823228599,9446185.48796505
190,25-12-20,0.0,530007100.6496294,0.0,530007100.6496294,0.0,530007100.6496294,530007100.6496294,1346.7724639797332,1900053.1701604826
191,26-12-20,17402654.07546114,0.0,17402654.07546114,0.0,17402654.07546114,0.0,17402654.07546114,1604.942376845747,244505.8733781189
192,27-12-20,0.0,163408884.41819593,0.0,163408884.41819593,0.0,163408884.41819593,163408884.41819593,1225.9698907639604,3461155.926356888
193,28-12-20,40693835.890204065,74037069.61896025,40693835.890204065,148074139.2379205,40693835.890204065,148074139.2379205,188767975.12812456,1080.6584978202482,272478.5731908769
194,29-12-20,222687851.49752656,16672782.198676312,222687851.49752656,71806989.1353715,222687851.49752656,66691128.79470525,289378980.2922318,1809.9923787433538,612717.942132801
195,30-12-20,187687809.4069742,0.0,187687809.4069742,0.0,187687809.4069742,0.0,187687809.4069742,1447.3061141481087,1327446.9153802353
196,31-12-20,417620458.5405376,15541726.215598738,417620458.5405376,15541726.215598738,417620458.5405376,15541726.215598738,433162184.75613636,1799.2966443491007,366810.15767486405
197,01-01-21,0.0,467579425.6092152,0.0,467579425.6092152,0.0,467579425.6092152,467579425.6092152,1726.8215665234156,5151322.411453524
198,05-01-21,0.0,9191528.70402635,0.0,325487309.4708256,0.0,27574586.112079054,27574586.112079054,1.5468430891363654,2383344.5505305845
199,06-01-21,0.0,50494972.468259625,0.0,100989944.93651925,0.0,100989944.93651925,100989944.93651925,1194.6686246085224,270437.528200474
200,07-01-21,241404645.6108433,9719547.800203755,241404645.6108433,116474170.87132134,241404645.6108433,29158643.400611266,270563289.0114546,2019.1322072537994,1752728.4441859098
201,08-01-21,0.0,41326751.50022493,0.0,41326751.50022493,0.0,41326751.50022493,41326751.50022493,1429.1115319561554,697355.9849239532
202,09-01-21,0.0,134003229.6950128,0.0,268006459.3900256,0.0,268006459.3900256,268006459.3900256,1714.9992684438278,2327273.7660240894
203,10-01-21,0.0,17474519.46244093,0.0,17474519.46244093,0.0,17474519.46244093,17474519.46244093,1401.8387534355445,1095021.7392008305
204,11-01-21,0.0,9486960.318190143,0.0,28460880.954570428,0.0,28460880.954570428,28460880.954570428,0.17172381468318584,314522.4054893555
205,12-01-21,0.0,32601345.472040705,0.0,89356146.10091503,0.0,65202690.94408141,65202690.94408141,1488.5292036079986,672591.6760808772
206,13-01-21,157762417.06276903,0.0,157762417.06276903,0.0,157762417.06276903,0.0,157762417.06276903,1573.8244601137383,4661015.746652375
207,14-01-21,0.0,9406683.14489895,0.0,100978113.54697075,0.0,28220049.434696846,28220049.434696846,1799.5700432142,1510240.1559056751
208,15-01-21,0.0,3103538.270275852,0.0,290491481.8828001,0.0,21724767.891930964,21724767.891930964,2271.665948748331,3060108.122993358
209,16-01-21,0.0,5069748.075688547,0.0,24003021.50112825,0.0,15209244.227065641,15209244.227065641,1313.3487649833987,108404.16365589149
210,17-01-21,0.0,31866618.553555,0.0,31866618.553555,0.0,31866618.553555,31866618.553555,1620.5990384354627,1019779.74104885
211,19-01-21,0.0,25646064.70073149,0.0,206492103.61250743,0.0,51292129.40146298,51292129.40146298,2291.0916468454207,4838888.9366311515
212,20-01-21,0.0,32844967.700673487,0.0,98534903.10202046,0.0,98534903.10202046,98534903.10202046,1354.554821023958,413556.5756255449
213,21-01-21,0.0,63129404.115190364,0.0,156165174.59997076,0.0,126258808.23038073,126258808.23038073,1637.0019007150338,1673091.0857039068
214,22-01-21,0.0,20886073.77296442,0.0,86908094.2564743,0.0,83544295.09185769,83544295.09185769,1299.0123185972013,528834.2570612787
215,23-01-21,0.0,8122368.007031475,0.0,146451127.98713723,0.0,24367104.021094427,24367104.021094427,1872.7427571507378,3051194.1340848636
216,24-01-21,253924442.85720056,0.0,253924442.85720056,0.0,253924442.85720056,0.0,253924442.85720056,1797.2006222454015,345708.3287211075
217,25-01-21,0.0,400601181.2371743,0.0,400601181.2371743,0.0,400601181.2371743,400601181.2371743,1562.4957215611403,431.45541053093405
218,26-01-21,0.0,13951259.249065291,0.0,27902518.498130582,0.0,27902518.498130582,27902518.498130582,1512.1783785691694,439204.85358489107
219,27-01-21,0.0,34528898.13770087,0.0,174753997.04393575,0.0,69057796.27540174,69057796.27540174,1684.2694910237662,6785.969449062894
220,28-01-21,0.0,23473646.52545571,0.0,23473646.52545571,0.0,23473646.52545571,23473646.52545571,1262.776802076623,25603.11977527258
221,29-01-21,0.0,51285807.83315577,0.0,51285807.83315577,0.0,51285807.83315577,51285807.83315577,1654.4413102272438,1642461.839586352
222,30-01-21,0.0,215621488.3068989,0.0,215621488.3068989,0.0,215621488.3068989,215621488.3068989,1719.443362309363,3761473.472708481
223,31-01-21,75039754.64509927,8623896.345106734,75039754.64509927,18871866.75479045,75039754.64509927,17247792.690213468,92287547.33531274,2177.381959340766,3625452.6284420285
224,01-02-21,0.0,5846535.507614371,0.0,1256538961.6967287,0.0,29232677.538071856,29232677.538071856,2994.8936933773557,2398883.532565662
225,02-02-21,0.0,24420544.90662691,0.0,74164382.5400424,0.0,73261634.71988073,73261634.71988073,1579.0502182688433,720936.3150083236
226,03-02-21,69717951.21257073,57955125.53268595,85011779.37417059,57955125.53268595,209153853.63771218,57955125.53268595,267108979.17039812,2410.8470698109327,271151.55622786155
227,04-02-21,77891609.43503684,13029180.679817757,77891609.43503684,13029180.679817757,77891609.43503684,13029180.679817757,90920790.11485459,1692.1432541370666,179665.04368861936
228,05-02-21,0.0,309627657.5894213,0.0,309627657.5894213,0.0,309627657.5894213,309627657.5894213,1795.303651657076,2509074.123678723
229,06-02-21,33277097.76309215,20163787.850009844,33277097.76309215,127138785.07179174,33277097.76309215,120982727.10005906,154259824.86315122,1815.5872160327467,470852.0057446892
230,07-02-21,217268484.77361956,41832066.28127564,347750364.98784876,41832066.28127564,434536969.5472391,41832066.28127564,476369035.82851475,1756.4423305212486,959808.8549579134
231,08-02-21,0.0,88901910.77029324,0.0,266705732.3108797,0.0,266705732.3108797,266705732.3108797,2247.2032055392824,1514420.52981019
232,09-02-21,392684880.9050312,21261006.925849006,392684880.9050312,378708014.32091737,392684880.9050312,127566041.55509403,520250922.4601252,1924.3403403926898,5370666.163827392
233,10-02-21,0.0,29915987.85938402,0.0,29915987.85938402,0.0,29915987.85938402,29915987.85938402,1985.4629029805665,1161230.6010111403
234,11-02-21,143428557.45647377,4251706.446383612,250327958.45689586,209897359.47839898,286857114.91294754,17006825.78553445,303863940.698482,1785.9776447753175,679284.7806124621
235,12-02-21,103940434.52004187,23839263.357830174,103940434.52004187,23839263.357830174,103940434.52004187,23839263.357830174,127779697.87787205,1782.3726508051632,1083965.5369448678
236,13-02-21,0.0,23470572.12950732,0.0,781272573.942045,0.0,70411716.38852195,70411716.38852195,0.22309621724401354,11878795.843375454
237,15-02-21,0.0,16568881.323958056,0.0,101552254.44480819,0.0,49706643.97187417,49706643.97187417,1859.1913911608124,496203.0265442717
238,16-02-21,228004623.37753743,0.0,228004623.37753743,0.0,228004623.37753743,0.0,228004623.37753743,2083.550210165947,1879545.9435452882
239,17-02-21,0.0,150386534.0139207,0.0,451159602.0417621,0.0,451159602.0417621,451159602.0417621,2257.21513663612,1533679.7273785595
240,18-02-21,0.0,23276900.934336126,0.0,510776339.8562776,0.0,116384504.67168063,116384504.67168063,1946.541305458143,7227564.54022838
241,19-02-21,16789374.022075653,190152034.4184782,16789374.022075653,190152034.4184782,16789374.022075653,190152034.4184782,206941408.44055384,1921.4162883959712,649641.7333856284
242,20-02-21,0.0,72327165.14696705,0.0,72327165.14696705,0.0,72327165.14696705,72327165.14696705,2159.6977803301543,1822883.5467538382
243,21-02-21,0.0,5856741.503515321,0.0,83074527.22659777,0.0,17570224.51054596,17570224.51054596,2046.6871770384485,1036891.6281680325
244,22-02-21,921749302.4723246,276736055.19063944,921749302.4723246,276736055.19063944,921749302.4723246,276736055.19063944,1198485357.662964,1851.5559804988538,5536722.537158478
245,23-02-21,0.0,25333806.61072221,0.0,76001419.83216663,0.0,76001419.83216663,76001419.83216663,1844.4200088473235,148359.49657934616
246,24-02-21,123594891.08255132,9113586.71435686,248961942.32284135,113977055.51451932,370784673.24765396,36454346.85742744,407239020.1050814,1376.1801405586293,704388.1037200243
247,25-02-21,0.0,175637525.65398026,0.0,175637525.65398026,0.0,175637525.65398026,175637525.65398026,2157.482917133562,2223603.4127351046
248,26-02-21,0.0,42930498.90365181,0.0,128791496.71095544,0.0,128791496.71095544,128791496.71095544,0.9998789663231544,2213202.1551194494
249,27-02-21,0.0,68204747.51408798,0.0,204614242.54226393,0.0,204614242.54226393,204614242.54226393,1664.808393738534,515735.1182752994
250,28-02-21,47433155.70565556,58905479.44259191,47433155.70565556,353432876.6555515,47433155.70565556,353432876.6555515,400866032.36120707,1739.2126289496853,4128819.1641307035
251,01-03-21,17900917.658079945,7447598.868114587,17900917.658079945,52112544.46568912,17900917.658079945,14895197.736229174,32796115.39430912,2537.641962500702,1001336.3425247363
252,02-03-21,100938194.80639972,9537058.407903744,100938194.80639972,173048506.65919465,100938194.80639972,19074116.815807488,120012311.62220721,1945.2504112909453,743137.0974699571
253,03-03-21,50007921.050041616,76604335.46357343,56870393.12845273,76604335.46357343,100015842.10008323,76604335.46357343,176620177.56365666,1881.8092441265746,1345328.039504822
254,04-03-21,787342650.9743382,83034690.89787653,787342650.9743382,166069381.79575306,787342650.9743382,166069381.79575306,953412032.7700913,1807.3503179714126,1428850.1258051032
255,05-03-21,0.0,73678487.14475828,0.0,294713948.57903314,0.0,294713948.57903314,294713948.57903314,1724.1574361465043,783671.7493149836
256,06-03-21,108311181.9814184,47126008.55260468,108311181.9814184,47126008.55260468,108311181.9814184,47126008.55260468,155437190.53402308,1867.624887923336,1988990.554793559
257,08-03-21,0.0,990508709.6966119,0.0,990508709.6966119,0.0,990508709.6966119,990508709.6966119,1995.7343502999986,6713262.207552756
258,09-03-21,0.0,83904546.46082932,0.0,83904546.46082932,0.0,83904546.46082932,83904546.46082932,1976.8566982817927,448418.78709228366
259,10-03-21,68597736.88615106,73400284.4214151,68597736.88615106,563168357.0403037,68597736.88615106,220200853.2642453,288798590.15039635,2157.271388938768,1171776.905105976
260,11-03-21,31576848.768118802,21283273.821257655,31576848.768118802,21283273.821257655,31576848.768118802,21283273.821257655,52860122.58937646,1967.9633061279283,794652.1740576291
261,12-03-21,0.0,23926028.165190753,0.0,23926028.165190753,0.0,23926028.165190753,23926028.165190753,0.9940905288711358,7423166.848919499
262,13-03-21,0.0,34807992.76680944,0.0,69615985.53361888,0.0,69615985.53361888,69615985.53361888,4.13382320202023,1458063.127394887
263,15-03-21,343311853.96810997,9359462.278292963,343311853.96810997,410259095.6186375,343311853.96810997,28078386.83487889,371390240.8029889,2389.6307893167364,3161993.1251591807
264,16-03-21,0.0,7121520.191801849,0.0,143388286.0042237,0.0,28486080.767207395,28486080.767207395,1864.412926661607,736973.6738480213
265,17-03-21,45829117.02408376,47282475.17912575,64834331.44706736,347991236.21213585,137487351.0722513,94564950.3582515,232052301.43050277,1852.4280286657008,1773959.9072487764
266,18-03-21,70652501.28760828,18358302.807683762,70652501.28760828,98163935.22606555,70652501.28760828,36716605.615367524,107369106.9029758,1941.3137786300697,3922802.240423459
267,20-03-21,36128068.43086289,21943955.239739336,36128068.43086289,65831865.71921801,36128068.43086289,65831865.71921801,101959934.15008089,2115.983389432274,972610.4290065005
268,21-03-21,0.0,192324935.52495018,0.0,192324935.52495018,0.0,192324935.52495018,192324935.52495018,2045.468960410564,2515214.9440063178
269,22-03-21,0.0,22589131.083838176,0.0,88057735.96464293,0.0,67767393.25151452,67767393.25151452,1907.0410158813593,1476795.1140306194
270,23-03-21,0.0,54705985.05386039,0.0,109411970.10772078,0.0,109411970.10772078,109411970.10772078,1785.6227187797708,196583.38350583176
271,24-03-21,46322873.98061371,25332056.62802404,74604711.04647273,50664113.25604808,92645747.96122742,50664113.25604808,143309861.2172755,2028.8530146521243,726797.1729167467
272,25-03-21,183004922.15441033,8231174.008849593,183004922.15441033,113109033.88566191,183004922.15441033,41155870.04424796,224160792.1986583,1861.8490733387323,2269825.3542582886
273,26-03-21,91738527.81745826,14369728.5115365,171362250.30358237,14369728.5115365,275215583.45237476,14369728.5115365,289585311.96391124,1766.4574454464805,675213.1266678245
274,27-03-21,38157903.04575546,8511218.124514798,38157903.04575546,36520420.208585046,38157903.04575546,34044872.49805919,72202775.54381466,2254.0849255557487,823834.011466067
275,28-03-21,0.0,2111983618.8659124,0.0,6335950856.597737,0.0,6335950856.597737,6335950856.597737,2403.4976083373917,179730965.62125984
276,29-03-21,0.0,312609889.92250234,0.0,625219779.8450047,0.0,625219779.8450047,625219779.8450047,0.9923408412134084,10022019.024995096
277,30-03-21,5515682495.668421,79592535.84760866,10960535614.160025,11029715648.721598,11031364991.336842,159185071.6952173,11190550063.032059,1829.6161637169585,808221.4566808672
278,31-03-21,46634537.98036186,1915473.3309736864,46634537.98036186,11017636252.925217,46634537.98036186,17239259.978763178,63873797.959125035,2081.2554540020365,382379.3631670424
279,01-04-21,13121776.410951875,17732117.366819233,13121776.410951875,73096958.73068236,13121776.410951875,35464234.733638465,48586011.14459034,1763.4728148766162,685105.0704033028
280,02-04-21,0.0,11230895.544373808,0.0,319321932.7956014,0.0,33692686.63312142,33692686.63312142,2191.895179357145,867106.8827266727
281,03-04-21,0.0,21516656.931238048,0.0,46180120.18279667,0.0,43033313.862476096,43033313.862476096,2398.8108199725243,2583425.573923121
282,04-04-21,123463743.18079098,30656771.322653946,233624915.44149438,61313542.64530789,246927486.36158195,61313542.64530789,308241029.0068898,2113.5429357466473,83973.0718195937
283,05-04-21,0.0,4774333.810645626,0.0,700486573.4161035,0.0,23871669.05322813,23871669.05322813,1999.917416717946,486948.07226259576
284,06-04-21,81496233.5451448,14048183.358141309,81496233.5451448,42144550.074423924,81496233.5451448,42144550.074423924,123640783.61956872,2221.7315304469666,1213262.4159344614
285,07-04-21,0.0,16948062.302994028,0.0,50844186.90898208,0.0,50844186.90898208,50844186.90898208,2110.151451307455,1163801.415169646
286,08-04-21,42429090.85213418,7675597.396497013,42429090.85213418,515915726.8257389,42429090.85213418,15351194.792994026,57780285.645128205,2369.9475277928236,16086929.313941775
287,09-04-21,41910955.39311318,4000388.329479205,41910955.39311318,46208625.46807372,41910955.39311318,16001553.31791682,57912508.71103,2160.0567961768493,305842.410648961
288,10-04-21,0.0,15710370.502746299,0.0,132399453.70829794,0.0,47131111.5082389,47131111.5082389,0.17112816042813933,1741588.981449764
289,11-04-21,26670275.310745105,0.0,26670275.310745105,0.0,26670275.310745105,0.0,26670275.310745105,2394.101127861969,440648.2219119542
290,12-04-21,0.0,22475004.770310104,0.0,22475004.770310104,0.0,22475004.770310104,22475004.770310104,2207.50101755907,420864.96723577526
291,13-04-21,115316808.39545278,22815246.067551684,115316808.39545278,45630492.13510337,115316808.39545278,45630492.13510337,160947300.53055614,2437.153904156868,1497607.743364076
292,14-04-21,86902241.81261249,15654160.163065039,86902241.81261249,119547576.2300919,86902241.81261249,46962480.489195116,133864722.30180761,2526.6294124953056,1743203.2016085288
293,15-04-21,0.0,37994697.0546487,0.0,75989394.1092974,0.0,75989394.1092974,75989394.1092974,2388.9824405737672,1415451.81667967
294,16-04-21,98622532.99860407,33576788.688403435,201677157.25685033,33576788.688403435,295867598.99581224,33576788.688403435,329444387.68421566,2082.239439018225,942585.160751787
295,17-04-21,440793979.76579,6917444.804966041,440793979.76579,97636995.67339413,440793979.76579,20752334.414898124,461546314.1806881,3165.4930457213636,1168250.7311267473
296,18-04-21,738162942.2052615,29201391.328943443,1462307011.1073308,1387143714.8616865,1476325884.410523,58402782.657886885,1534728667.06841,1299.537360234661,1606647.9612955186
297,19-04-21,0.0,14519941.697560243,0.0,114323024.60735942,0.0,29039883.395120487,29039883.395120487,3172.5310773925016,349705.7139377341
298,20-04-21,0.0,32256085.429867145,0.0,64512170.85973429,0.0,64512170.85973429,64512170.85973429,2880.872131421674,318939.47623338306
299,21-04-21,116122776.99844211,4438495.91522544,201480569.79177558,221620824.51418692,232245553.99688423,31069471.406578075,263315025.4034623,3299.104157508514,1421487.2908056022
300,22-04-21,84213296.76237342,11724048.953247568,84213296.76237342,32916400.415052317,84213296.76237342,23448097.906495135,107661394.66886856,2594.9854410927405,783014.4876453489
301,23-04-21,72116411.03345916,4320378.108920593,121861731.53264725,1355451117.913365,144232822.0669183,17281512.43568237,161514334.50260067,3024.479085841933,2854795.0243347534
302,24-04-21,24808930.97311859,40445363.63957686,30441579.32785937,80890727.27915372,49617861.94623718,80890727.27915372,130508589.2253909,2305.131430274075,714600.3208140908
303,25-04-21,0.0,8685463.713292511,0.0,17370927.426585022,0.0,17370927.426585022,17370927.426585022,1860.3557036780328,443069.54760034604
304,27-04-21,0.0,9320202.274806285,0.0,18640404.54961257,0.0,18640404.54961257,18640404.54961257,2478.4576554081605,53688.052562771634
305,28-04-21,39561797.133379474,19011055.200135168,39561797.133379474,38022110.400270335,39561797.133379474,38022110.400270335,77583907.5336498,2748.7896649931313,514421.89526041754
306,29-04-21,0.0,4268283.09083237,0.0,60374130.53849523,0.0,25609698.544994224,25609698.544994224,3084.2865658017986,692405.3223052878
307,30-04-21,0.0,28335734.629138615,0.0,56671469.25827723,0.0,56671469.25827723,56671469.25827723,3095.878192588512,1135599.7859378955
308,01-05-21,0.0,23346592.935960736,0.0,23346592.935960736,0.0,23346592.935960736,23346592.935960736,3028.0372923637997,638122.2599176613
309,02-05-21,0.0,20756711.263044875,0.0,20756711.263044875,0.0,20756711.263044875,20756711.263044875,2808.204354284228,224791.19061127494
310,03-05-21,73172624.23152581,50924266.90200122,73172624.23152581,50924266.90200122,73172624.23152581,50924266.90200122,124096891.13352703,3260.8786983320447,1191372.3386226362
311,04-05-21,0.0,6489088.248642658,0.0,103779760.20011245,0.0,19467264.745927975,19467264.745927975,3289.4698644376617,816742.7239632601
312,05-05-21,0.0,15075476.43225611,0.0,15075476.43225611,0.0,15075476.43225611,15075476.43225611,3327.54711593287,541561.0177330036
313,07-05-21,0.0,9001356.851989115,0.0,31935273.137122322,0.0,18002713.70397823,18002713.70397823,3008.305594074642,3647293.73777201
314,09-05-21,16644109.858314963,0.0,16644109.858314963,0.0,16644109.858314963,0.0,16644109.858314963,1864.0769641772945,103152.08045821499
315,10-05-21,39574562.24803234,10982562.350992084,39574562.24803234,152089511.67888558,39574562.24803234,54912811.75496042,94487374.00299275,3074.5129376441973,1975913.1101371218
316,11-05-21,16690993.461866582,34523082.25953831,16690993.461866582,207138493.55722985,16690993.461866582,207138493.55722985,223829487.01909643,2471.542242830548,1149502.2575076395
317,12-05-21,37178753.655024305,37984621.38359574,37178753.655024305,151938485.53438297,37178753.655024305,151938485.53438297,189117239.1894073,2612.813859553367,287961.0826538716
318,13-05-21,32212397.23518441,29616019.342976373,38502528.88834146,59232038.685952745,64424794.47036882,59232038.685952745,123656833.15632156,3126.3142344727826,418608.7864426058
319,14-05-21,58439594.227675036,2491909.9911671495,98288533.99320054,261842070.5258223,116879188.45535007,14951459.947002897,131830648.40235297,2486.5924600604385,592233.7781160632
320,15-05-21,87704385.78492065,21863980.411395542,87704385.78492065,65591941.23418663,87704385.78492065,65591941.23418663,153296327.01910728,3220.5196048490584,1497166.8798918715
321,17-05-21,0.0,9779902.197268222,0.0,59815945.3469327,0.0,19559804.394536443,19559804.394536443,2755.3548728735686,657543.2036458496
322,20-05-21,0.0,15287067.633596558,0.0,90470858.08364144,0.0,30574135.267193116,30574135.267193116,2420.0950394868846,1718605.0651164956
323,21-05-21,20472706.485098638,0.0,22702735.67923487,0.0,40945412.970197275,0.0,40945412.970197275,2440.466574156404,464888.675702934
324,23-05-21,0.0,18367787.358894873,0.0,18367787.358894873,0.0,18367787.358894873,18367787.358894873,2334.618360489283,806276.8294464485
325,25-05-21,56369945.04645174,676142007.9562838,56369945.04645174,676142007.9562838,56369945.04645174,676142007.9562838,732511953.0027355,2134.149516400008,3222476.712489105
326,26-05-21,18386635.026683416,18453066.007747933,18386635.026683416,18453066.007747933,18386635.026683416,18453066.007747933,36839701.03443135,2018.5197500726538,531880.42780961
327,28-05-21,0.0,17923255.15841497,0.0,17923255.15841497,0.0,17923255.15841497,17923255.15841497,2594.242405055479,1265080.862280715
328,29-05-21,0.0,34170047.411972545,0.0,34170047.411972545,0.0,34170047.411972545,34170047.411972545,2401.234720326716,1433519.1613647358
329,30-05-21,13165243.175543968,0.0,13165243.175543968,0.0,13165243.175543968,0.0,13165243.175543968,2137.2905823472056,193407.8476970877
330,01-06-21,17050539.300550286,40902309.815983765,17050539.300550286,81804619.63196753,17050539.300550286,81804619.63196753,98855158.93251781,2745.1436380650853,694866.5155167397
331,02-06-21,0.0,4339466.363779402,0.0,21830978.170944247,0.0,13018399.091338206,13018399.091338206,2347.8228619182114,573389.2303096958
332,03-06-21,0.0,13628819.502577873,0.0,13628819.502577873,0.0,13628819.502577873,13628819.502577873,2730.3064178891545,450508.1110524287
333,09-06-21,0.0,73365006.11924462,0.0,146730012.23848924,0.0,146730012.23848924,146730012.23848924,2482.591495146743,2309381.9388433895
334,11-06-21,0.0,51946858.67171293,0.0,51946858.67171293,0.0,51946858.67171293,51946858.67171293,2303.987768484259,327321.58919748827
